Citation Number,Date Time Issued,Street Number,Street Name,Cross Street,Charge Code,Charge Description
R5378187       ,8/20/14 9:40,,DUNSTER ST                    ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R4857779       ,8/20/14 22:00,,CAMBRIDGE                     ,THIRD                         ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5133377       ,8/20/14 22:00,,CAMBRIDGE ST                  ,THIRD ST                      ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5377373       ,8/21/14 8:16,,CAMBRIDGE ST                  ,THIRD ST                      ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5132911       ,8/21/14 17:50,77,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5132912       ,8/21/14 18:03,77,MASSACHUSETTS AVE             ,,85/11          ,BICYCLE VIOLATION c85 S11B                        
R5133777       ,8/21/14 20:25,,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5133777       ,8/21/14 20:25,,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5133777       ,8/21/14 20:25,,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5133778       ,8/21/14 20:25,,BISHOP ALLEN DR               ,DOUGLASS ST                   ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5133778       ,8/21/14 20:25,,BISHOP ALLEN DR               ,DOUGLASS ST                   ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5133779       ,8/22/14 14:52,,BINNEY ST                     ,FULKERSON ST                  ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5377164       ,8/23/14 0:00,,ESSEX ST                      ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5133078       ,8/23/14 18:10,,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5133338       ,8/25/14 8:55,,ELIOT ST                      ,MT AUBURN ST                  ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5133129       ,8/26/14 7:34,,HAMPSHIRE ST                  ,WINDSOR ST                    ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5133130       ,8/26/14 7:40,,HAMPSHIRE ST                  ,WINDSOR ST                    ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376568       ,8/26/14 8:09,,MASSACHUSETTS AVE             ,UPLAND RD                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376569       ,8/26/14 8:17,,MASSACHUSETTS AVE             ,UPLAND RD                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5378313       ,8/26/14 9:01,,INMAN ST                      ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5131999       ,8/26/14 9:07,,HAMPSHIRE ST                  ,WINDSOR ST                    ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5132000       ,8/26/14 9:16,,HAMPSHIRE ST                  ,WINDSOR ST                    ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376621       ,8/26/14 9:16,,HAMPSHIRE ST                  ,WINDSOR ST                    ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376622       ,8/26/14 9:25,,HAMPSHIRE ST                  ,WINDSOR ST                    ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5132913       ,8/26/14 12:25,,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5132914       ,8/26/14 12:35,,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5132915       ,8/26/14 12:44,,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5378316       ,8/26/14 17:09,,ALBANY ST                     ,MAIN ST                       ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5125050       ,8/28/14 9:45,,JFK ST                        ,MT AUBURN ST                  ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5284295       ,8/28/14 10:00,,MASSACHUSETTS AVE             ,WESTERN AVE                   ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5377283       ,8/28/14 15:29,,MAIN ST                       ,SIDNEY ST EXT                 ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5377283       ,8/28/14 15:29,,MAIN ST                       ,SIDNEY ST EXT                 ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R4857879       ,8/29/14 8:37,77,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5283316       ,8/29/14 16:11,,BRATTLE ST                    ,MASON ST                      ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R2289629       ,8/30/14 16:50,,MASSACHUSETTS AVE             ,TEMPLE ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5378161       ,9/2/14 6:10,,COLUMBIA ST                   ,HAMPSHIRE ST                  ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5378467       ,9/2/14 8:15,,ESSEX ST                      ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R53133135      ,9/2/14 8:18,,HAMPSHIRE                     ,WINDSOR                       ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5378468       ,9/2/14 8:20,,ESSEX ST                      ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5133136       ,9/2/14 8:40,,HAMPSHIRE ST                  ,WINDSOR ST                    ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376822       ,9/2/14 8:59,,BROADWAY                      ,HAMPSHIRE ST                  ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376823       ,9/2/14 9:02,,BROADWAY                      ,HAMPSHIRE ST                  ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5125056       ,9/2/14 9:05,,MASSACHUSETTS AVE             ,UPLAND RD                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5378019       ,9/2/14 9:05,,MASSACHUSETTS AVE             ,UPLAND RD                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R51250757      ,9/2/14 9:15,,MASSACHUSETTS AVE             ,UPLAND RD                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5378020       ,9/2/14 9:15,,MASSACHUSETTS AVE             ,UPLAND RD                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5125058       ,9/2/14 9:20,,MASSACHUSETTS AVE             ,UPLAND RD                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376801       ,9/2/14 9:25,,MASSACHUSETTS AVE             ,UPLAND RD                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5125059       ,9/2/14 9:30,,MASSACHUSETTS AVE             ,UPLAND RD                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376802       ,9/2/14 9:30,,MASSACHUSETTS AVE             ,UPLAND RD                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5125060       ,9/2/14 9:35,,MASSACHUSETTS AVE             ,UPLAND RD                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5135567       ,9/3/14 10:40,,BROOKLINE ST                  ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376001       ,9/3/14 20:47,,MASS AVE                      ,PEARL                         ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376001       ,9/3/14 20:47,,MASS AVE                      ,PEARL                         ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5378165       ,9/4/14 7:36,,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5378165       ,9/4/14 7:36,,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5378166       ,9/4/14 7:46,,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5377171       ,9/4/14 7:58,,ESSEX ST                      ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5377172       ,9/4/14 7:58,,ESSEX ST                      ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5378167       ,9/4/14 8:00,,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5377174       ,9/4/14 8:11,,ESSEX ST                      ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5377175       ,9/4/14 8:11,,ESSEX ST                      ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5377176       ,9/4/14 8:11,,ESSEX ST                      ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5377177       ,9/4/14 8:11,,ESSEX ST                      ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376785       ,9/4/14 12:00,,BROOKLINE ST                  ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376786       ,9/4/14 12:00,,BROOKLINE ST                  ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5378164       ,9/4/14 19:30,,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5378373       ,9/4/14 19:35,,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5378374       ,9/4/14 19:40,402,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5378375       ,9/4/14 19:50,,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5378376       ,9/4/14 20:00,,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5378376       ,9/4/14 20:00,,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5132920       ,9/6/14 15:56,,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5377001       ,9/6/14 16:05,,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376825       ,9/8/14 8:17,,BROADWAY                      ,HAMPSHIRE ST                  ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376826       ,9/8/14 8:23,,BROADWAY                      ,HAMPSHIRE ST                  ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376827       ,9/8/14 8:23,,BROADWAY                      ,HAMPSHIRE ST                  ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376828       ,9/8/14 8:27,,BROADWAY                      ,HAMPSHIRE ST                  ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376829       ,9/8/14 8:27,,BROADWAY                      ,HAMPSHIRE ST                  ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5377501       ,9/8/14 16:50,,MASSACHUSETTS AVE             ,VASSAR ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5125140       ,9/8/14 17:00,,ALBANY ST                     ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R4678130       ,9/9/14 10:50,1414,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376810       ,9/9/14 10:55,,JFK ST                        ,MT AUBURN ST                  ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376811       ,9/9/14 11:00,,BRATTLE ST                    ,JFK ST                        ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376811       ,9/9/14 11:00,,BRATTLE ST                    ,JFK ST                        ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R4678131       ,9/9/14 11:15,1414,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R4678131       ,9/9/14 11:15,1414,MASSACHUSETTS AVE             ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376021       ,9/9/14 16:00,,MASSACHUSETTS AVE             ,PROSPECT ST                   ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376022       ,9/9/14 16:12,,MASSACHUSETTS AVE             ,PROSPECT ST                   ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5378176       ,9/9/14 19:55,,BROADWAY                      ,QUINCY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376906       ,9/10/14 7:10,,AMES ST                       ,BROADWAY                      ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376383       ,9/10/14 10:41,,ESSEX ST                      ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376382       ,9/10/14 10:44,,ESSEX ST                      ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376384       ,9/10/14 10:44,,ESSEX ST                      ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5377504       ,9/10/14 16:55,,ALBANY ST                     ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5378177       ,9/10/14 18:30,,CAMBRIDGE ST                  ,WILLOW ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5378177       ,9/10/14 18:30,,CAMBRIDGE ST                  ,WILLOW ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5377505       ,9/10/14 18:40,,DOUGLASS ST                   ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5378178       ,9/10/14 18:45,,FRONT ST                      ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5378179       ,9/10/14 18:47,,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5378179       ,9/10/14 18:47,,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5378377       ,9/10/14 18:50,,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5377507       ,9/10/14 18:55,,MASSACHUSETTS AVE             ,SIDNEY ST EXT                 ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5378379       ,9/10/14 19:05,,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376916       ,9/11/14 8:30,,FRONT ST                      ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5377581       ,9/11/14 17:40,,SIXTH ST                      ,SPRING ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5377581       ,9/11/14 17:40,,SIXTH ST                      ,SPRING ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5282297       ,9/11/14 18:13,,HARVARD ST                    ,NORFOLK ST                    ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376523       ,9/12/14 9:05,,BROADWAY                      ,HAMPSHIRE ST                  ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376984       ,9/12/14 9:33,,HAMPSHIRE ST                  ,WINDSOR ST                    ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376527       ,9/12/14 9:40,,BROADWAY                      ,HAMPSHIRE ST                  ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5377584       ,9/12/14 19:15,,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5377584       ,9/12/14 19:15,,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5377586       ,9/12/14 19:31,,LANDSDOWNE ST                 ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5377587       ,9/12/14 19:35,,LANDSDOWNE ST                 ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5377588       ,9/12/14 19:35,,LANDSDOWNE ST                 ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376526       ,9/12/14 21:40,,BROADWAY                      ,HAMPSHIRE ST                  ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5378475       ,9/13/14 9:20,,ESSEX ST                      ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5132827       ,9/13/14 11:05,,ESSEX ST                      ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5132828       ,9/13/14 11:10,,ESSEX ST                      ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5132829       ,9/13/14 11:12,,ESSEX ST                      ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R4840076       ,9/14/14 18:48,,BRATTLE ST                    ,JFK ST                        ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R4840077       ,9/14/14 19:00,,BRATTLE ST                    ,JFK ST                        ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R4840078       ,9/14/14 19:05,,BRATTLE ST                    ,JFK ST                        ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R4840079       ,9/14/14 19:10,,BRATTLE ST                    ,JFK ST                        ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R4840080       ,9/14/14 19:10,,BRATTLE ST                    ,JFK ST                        ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5377571       ,9/15/14 8:15,,OXFORD ST                     ,SACRAMENTO ST                 ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5377509       ,9/15/14 16:50,,BROADWAY                      ,HAMPSHIRE ST                  ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5377510       ,9/15/14 17:05,,ELLERY ST                     ,HARVARD ST                    ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5377512       ,9/15/14 17:25,,BROOKLINE ST                  ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5377513       ,9/15/14 17:30,,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5377592       ,9/15/14 17:40,,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5377593       ,9/15/14 17:45,,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
95135895,9/15/14 18:05,,CAMBRIDGE ST                  ,FIRST ST                      ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5377594       ,9/15/14 18:55,,CAMBRIDGE ST                  ,WILLOW ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5377596       ,9/15/14 19:05,,CAMBRIDGE ST                  ,PROSPECT ST                   ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376913       ,9/16/14 8:25,,FRONT ST                      ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376914       ,9/16/14 8:30,,FRONT ST                      ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376915       ,9/16/14 8:30,,FRONT ST                      ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376917       ,9/16/14 8:30,,FRONT ST                      ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376990       ,9/16/14 9:40,,COLUMBIA ST                   ,HAMPSHIRE ST                  ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376918       ,9/16/14 9:50,,COLUMBIA ST                   ,HAMPSHIRE ST                  ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376919       ,9/16/14 9:50,,COLUMBIA ST                   ,HAMPSHIRE ST                  ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376991       ,9/16/14 9:50,,COLUMBIA ST                   ,HAMPSHIRE ST                  ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376992       ,9/16/14 9:53,,COLUMBIA ST                   ,HAMPSHIRE ST                  ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376993       ,9/16/14 10:06,,COLUMBIA ST                   ,HAMPSHIRE ST                  ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376920       ,9/16/14 10:10,,COLUMBIA ST                   ,HAMPSHIRE ST                  ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376994       ,9/16/14 10:12,,COLUMBIA ST                   ,HAMPSHIRE ST                  ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376995       ,9/16/14 10:13,,COLUMBIA ST                   ,HAMPSHIRE ST                  ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376996       ,9/16/14 10:13,,COLUMBIA ST                   ,HAMPSHIRE ST                  ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376861       ,9/17/14 8:07,,BROADWAY                      ,WINDSOR ST                    ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376862       ,9/17/14 8:07,,BROADWAY                      ,WINDSOR ST                    ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376998       ,9/17/14 9:25,,HAMPSHIRE ST                  ,WINDSOR ST                    ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376999       ,9/17/14 9:25,,HAMPSHIRE ST                  ,WINDSOR ST                    ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5377000       ,9/17/14 9:41,,HAMPSHIRE ST                  ,WINDSOR ST                    ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5133902       ,9/17/14 11:35,,MAIN ST                       ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R4679735       ,9/18/14 15:30,,MASSACHUSETTS AVE             ,SIDNEY ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5125040       ,9/18/14 22:00,,MASSACHUSETTS AVE             ,WATERHOUSE ST                 ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5125040       ,9/18/14 22:00,,MASSACHUSETTS AVE             ,WATERHOUSE ST                 ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5377861       ,9/19/14 16:35,,AMES ST                       ,BROADWAY                      ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5377861       ,9/19/14 16:35,,AMES ST                       ,BROADWAY                      ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5377863       ,9/19/14 17:00,,AMES ST                       ,BROADWAY                      ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5377863       ,9/19/14 17:00,,AMES ST                       ,BROADWAY                      ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5377865       ,9/19/14 18:35,,CAMBRIDGE ST                  ,THIRD ST                      ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5133903       ,9/20/14 16:30,,ESSEX ST                      ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5133904       ,9/20/14 16:30,,DEWOLFE ST                    ,MT AUBURN ST                  ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5284301       ,9/22/14 8:20,,BROOKLINE ST                  ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5284298       ,9/22/14 9:15,,BROOKLINE ST                  ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5284299       ,9/22/14 9:15,,BROOKLINE ST                  ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5284300       ,9/22/14 9:20,,BROOKLINE ST                  ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5284302       ,9/22/14 9:25,,BROOKLINE ST                  ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5132831       ,9/22/14 9:27,,BROOKLINE ST                  ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5284297       ,9/22/14 9:29,,BROOKLINE ST                  ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5132832       ,9/22/14 9:30,,BROOKLINE ST                  ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5132833       ,9/22/14 9:32,,BROOKLINE ST                  ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5132834       ,9/22/14 9:34,,BROOKLINE ST                  ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5377736       ,9/22/14 10:10,,HOLYOKE ST                    ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5377737       ,9/22/14 11:25,,MASSACHUSETTS AVE             ,PLYMPTON ST                   ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376535       ,9/22/14 12:05,,DUNSTER ST                    ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5377738       ,9/22/14 12:05,,HOLYOKE ST                    ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5377739       ,9/22/14 15:20,,CAMBRIDGE ST                  ,WILLOW ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5377739       ,9/22/14 15:20,,CAMBRIDGE ST                  ,WILLOW ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5377868       ,9/22/14 16:45,,OXFORD ST                     ,,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376539       ,9/23/14 8:48,,BROADWAY                      ,HAMPSHIRE ST                  ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376540       ,9/23/14 9:00,,BROADWAY                      ,HAMPSHIRE ST                  ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5377870       ,9/23/14 9:10,,CHARLES ST                    ,SECOND ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5377870       ,9/23/14 9:10,,CHARLES ST                    ,SECOND ST                     ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376842       ,9/23/14 9:20,,BRATTLE ST                    ,JFK ST                        ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376844       ,9/23/14 10:05,,BRATTLE ST                    ,JFK ST                        ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5376844       ,9/23/14 10:05,,BRATTLE ST                    ,JFK ST                        ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5377872       ,9/23/14 19:01,,AMES ST                       ,BROADWAY                      ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5377872       ,9/23/14 19:01,,AMES ST                       ,BROADWAY                      ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5377647       ,9/24/14 15:05,,HOLYOKE ST                    ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
R5377642       ,9/24/14 15:34,,DUNSTER ST                    ,MASSACHUSETTS AVE             ,85/11B         ,BICYCLE VIOLATION c85 S11B                        
